year,category,question,answer,analysis,index,score,question_en,analysis_en,score_question,score_analysis
2020,（全国卷Ⅲ）,"6. 已知向量 $\boldsymbol{a}, \boldsymbol{b}$ 满足 $|a|=5,|b|=6, a \cdot b=-6$, 则 $\cos \langle\boldsymbol{a}, \boldsymbol{a}+\boldsymbol{b}\rangle=(\quad)$
A. $-\frac{31}{35}$
B. $-\frac{19}{35}$
C. $\frac{17}{35}$
D. $\frac{19}{35}$
",['D'],"【详解】 $\because|\vec{a}|=5,|\vec{b}|=6, \vec{a} \cdot \vec{b}=-6, \quad \therefore \vec{a} \cdot(\vec{a}+\vec{b})=|\vec{a}|^{2}+\vec{a} \cdot \vec{b}=5^{2}-6=19$ ．

$|\vec{a}+\vec{b}|=\sqrt{(\vec{a}+\vec{b})^{2}}=\sqrt{\vec{a}^{2}+2 \vec{a} \cdot \vec{b}+\vec{b}^{2}}=\sqrt{25-2 \times 6+36}=7$

因此, $\cos \langle\vec{a}, \vec{a}+\vec{b}\rangle=\frac{\vec{a} \cdot(\vec{a}+\vec{b})}{|\vec{a}| \cdot|\vec{a}+\vec{b}|}=\frac{19}{5 \times 7}=\frac{19}{35}$.

故选: D.
",159,5,"6. Given vectors$\boldsymbol{a}, \boldsymbol{b}$satisfy$|a|=5,|b|=6, a \cdot b=-6$, then $\cos \langle\boldsymbol{a}, \boldsymbol{a}+\boldsymbol{b}\rangle=(\quad)$A.$-\frac{31}{35}$B.$-\frac{19}{35}$C.$\frac{17}{35}$D.$\frac{19}{35}$","【Detailed explanation】$\because|\vec{a}|=5,|\vec{b}|=6, \vec{a} \cdot \vec{b}=-6, \quad \therefore \vec{a} \cdot(\vec{a}+\vec{b})=|\vec{a}|^{2}+\vec{a} \cdot \vec{b}=5^{2}-6=19$．$|\vec{a}+\vec{b}|=\sqrt{(\vec{a}+\vec{b})^{2}}=\sqrt{\vec{a}^{2}+2 \vec{a} \cdot \vec{b}+\vec{b}^{2}}=\sqrt{25-2 \times 6+36}=7$therefore,$\cos \langle\vec{a}, \vec{a}+\vec{b}\rangle=\frac{\vec{a} \cdot(\vec{a}+\vec{b})}{|\vec{a}| \cdot|\vec{a}+\vec{b}|}=\frac{19}{5 \times 7}=\frac{19}{35}$.

So, the correct answer is: D.",102.19,108.66
2020,（全国卷Ⅲ）,"7. 在 $\triangle A B C$ 中, $\cos C=\frac{2}{3}, A C=4, B C=3$, 则 $\cos B=(\quad)$
A. $\frac{1}{9}$
B. $\frac{1}{3}$
C. $\frac{1}{2}$
D. $\frac{2}{3}$
",['A'],"【详解】 $\because$ 在 $\triangle A B C$ 中, $\cos C=\frac{2}{3}, A C=4, B C=3$

根据余弦定理: $A B^{2}=A C^{2}+B C^{2}-2 A C \cdot B C \cdot \cos C$ $A B^{2}=4^{2}+3^{2}-2 \times 4 \times 3 \times \frac{2}{3}$

可得 $A B^{2}=9$ ， 即 $A B=3$

由 $\because \cos B=\frac{A B^{2}+B C^{2}-A C^{2}}{2 A B \cdot B C}=\frac{9+9-16}{2 \times 3 \times 3}=\frac{1}{9}$

故 $\cos B=\frac{1}{9}$.

故选: A.
",160,5,"7. In$\triangle A B C$middle,$\cos C=\frac{2}{3}, A C=4, B C=3$, then $\cos B=(\quad)$A.$\frac{1}{9}$B.$\frac{1}{3}$C.$\frac{1}{2}$D.$\frac{2}{3}$","【Detailed explanation】$\because$exist$\triangle A B C$middle,$\cos C=\frac{2}{3}, A C=4, B C=3$According to the cosine theorem:$A B^{2}=A C^{2}+B C^{2}-2 A C \cdot B C \cdot \cos C$$A B^{2}=4^{2}+3^{2}-2 \times 4 \times 3 \times \frac{2}{3}$So$A B^{2}=9$, So $A B=3$Depend on$\because \cos B=\frac{A B^{2}+B C^{2}-A C^{2}}{2 A B \cdot B C}=\frac{9+9-16}{2 \times 3 \times 3}=\frac{1}{9}$So$\cos B=\frac{1}{9}$.

So, the correct answer is: A.",97.99,117.29
2020,（全国卷Ⅲ）,"9. 已知 $2 \tan \theta-\tan \left(\theta+\frac{\pi}{4}\right)=7$, 则 $\tan \theta=(\quad)$
A. -2
B. -1
C. 1
D. 2
",['D'],"【详解】 $\because 2 \tan \theta-\tan \left(\theta+\frac{\pi}{4}\right)=7, \therefore 2 \tan \theta-\frac{\tan \theta+1}{1-\tan \theta}=7$,

令 $t=\tan \theta, t \neq 1$, 则 $2 t-\frac{1+t}{1-t}=7$, 整理得 $t^{2}-4 t+4=0$, 解得 $t=2$, 即 $\tan \theta=2$.

故选: D.
",161,5,"9. Given$2 \tan \theta-\tan \left(\theta+\frac{\pi}{4}\right)=7$, then $\tan \theta=(\quad)$A. -2
B. -1
C. 1
D. 2","【Detailed explanation】$\because 2 \tan \theta-\tan \left(\theta+\frac{\pi}{4}\right)=7, \therefore 2 \tan \theta-\frac{\tan \theta+1}{1-\tan \theta}=7$,

make$t=\tan \theta, t \neq 1$, then $2 t-\frac{1+t}{1-t}=7$, sorted out$t^{2}-4 t+4=0$, solve it$t=2$, So $\tan \theta=2$.

So, the correct answer is: D.",102.73,122.31
2020,（全国卷Ⅲ）,"10. 若直线 $l$ 与曲线 $y=\sqrt{x}$ 和 $x^{2}+y^{2}=\frac{1}{5}$ 都相切, 则 $l$ 的方程为 $(\quad)$
A. $y=2 x+1$
B. $y=2 x+\frac{1}{2}$
C. $y=\frac{1}{2} x+1$
D.

$y=\frac{1}{2} x+\frac{1}{2}$
",['D'],"【详解】设直线 $l$ 在曲线 $y=\sqrt{x}$ 上的切点为 $\left(x_{0}, \sqrt{x_{0}}\right)$, 则 $x_{0}>0$,

函数 $y=\sqrt{x}$ 的导数为 $y^{\prime}=\frac{1}{2 \sqrt{x}}$, 则直线 $l$ 的斜率 $k=\frac{1}{2 \sqrt{x_{0}}}$,

设直线 $l$ 的方程为 $y-\sqrt{x_{0}}=\frac{1}{2 \sqrt{x_{0}}}\left(x-x_{0}\right)$, 即 $x-2 \sqrt{x_{0}} y+x_{0}=0$,

由于直线 $l$ 与圆 $x^{2}+y^{2}=\frac{1}{5}$ 相切, 则 $\frac{x_{0}}{\sqrt{1+4 x_{0}}}=\frac{1}{\sqrt{5}}$,

两边平方并整理得 $5 x_{0}^{2}-4 x_{0}-1=0$, 解得 $x_{0}=1, x_{0}=-\frac{1}{5}$ (舍),

则直线 $l$ 的方程为 $x-2 y+1=0$, 即 $y=\frac{1}{2} x+\frac{1}{2}$.

故选: D.
",162,5,"10. If straight lines$l$With curve$y=\sqrt{x}$and$x^{2}+y^{2}=\frac{1}{5}$All tangent,$l$The equation of$(\quad)$A.$y=2 x+1$B.$y=2 x+\frac{1}{2}$C.$y=\frac{1}{2} x+1$D.$y=\frac{1}{2} x+\frac{1}{2}$","【Detailed explanation】Set a straight line$l$On the curve$y=\sqrt{x}$The point in the tangent is$\left(x_{0}, \sqrt{x_{0}}\right)$, then $x_{0}>0$,

function$y=\sqrt{x}$The derivative of$y^{\prime}=\frac{1}{2 \sqrt{x}}$, then straight line$l$Slope of$k=\frac{1}{2 \sqrt{x_{0}}}$,

Set a straight line$l$The equation of$y-\sqrt{x_{0}}=\frac{1}{2 \sqrt{x_{0}}}\left(x-x_{0}\right)$, So $x-2 \sqrt{x_{0}} y+x_{0}=0$,

Due to the straight line$l$With circle$x^{2}+y^{2}=\frac{1}{5}$tangent,$\frac{x_{0}}{\sqrt{1+4 x_{0}}}=\frac{1}{\sqrt{5}}$,

Square and sort out the two sides$5 x_{0}^{2}-4 x_{0}-1=0$, solve it$x_{0}=1, x_{0}=-\frac{1}{5}$(Abandon),

Then straight line$l$The equation of$x-2 y+1=0$, So $y=\frac{1}{2} x+\frac{1}{2}$.

So, the correct answer is: D.",111.93,142.78
2020,（全国卷Ⅲ）,"11. 设双曲线 $C: \frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1 \quad(a>0, b>0)$ 的左、右焦点分别为 $F_{1}, F_{2}$, 离心率为 $\sqrt{5} . P$ 是 $C$ 上一点, 且 $F_{1} P \perp F_{2} P$. 若 $\triangle P F_{1} F_{2}$ 的面积为 4 , 则 $a=(\quad)$
A. 1
B. 2
C. 4
D. 8
",['A'],"【详解】 $\because \frac{c}{a}=\sqrt{5}, \therefore c=\sqrt{5} a$ ，根据双曲线的定义可得 ||$P F_{1}|-| P F_{2} \|=2 a$ ，

$S_{\triangle P F_{1} F_{2}}=\frac{1}{2}\left|P F_{1}\right| \cdot\left|P F_{2}\right|=4$, 即 $\left|P F_{1}\right| \cdot\left|P F_{2}\right|=8$ ，

$\because F_{1} P \perp F_{2} P, \quad \therefore\left|P F_{1}\right|^{2}+\left|P F_{2}\right|^{2}=(2 c)^{2}$

$\therefore\left(\left|P F_{1}\right|-\left|P F_{2}\right|\right)^{2}+2\left|P F_{1}\right| \cdot\left|P F_{2}\right|=4 c^{2}$, 即 $a^{2}-5 a^{2}+4=0$, 解得 $a=1$, 故选: A.
",163,5,"11. Set a hyperbolic line$C: \frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1 \quad(a>0, b>0)$The left and right focus points are$F_{1}, F_{2}$, the eccentricity is$\sqrt{5} . P$is$C$A little bit, and$F_{1} P \perp F_{2} P$. like$\triangle P F_{1} F_{2}$The area of$a=(\quad)$A. 1
B. 2
C. 4
D. 8","【Detailed explanation】$\because \frac{c}{a}=\sqrt{5}, \therefore c=\sqrt{5} a$, according to the definition of hyperbola ||$P F_{1}|-| P F_{2} \|=2 a$，$S_{\triangle P F_{1} F_{2}}=\frac{1}{2}\left|P F_{1}\right| \cdot\left|P F_{2}\right|=4$, So $\left|P F_{1}\right| \cdot\left|P F_{2}\right|=8$，$\because F_{1} P \perp F_{2} P, \quad \therefore\left|P F_{1}\right|^{2}+\left|P F_{2}\right|^{2}=(2 c)^{2}$$\therefore\left(\left|P F_{1}\right|-\left|P F_{2}\right|\right)^{2}+2\left|P F_{1}\right| \cdot\left|P F_{2}\right|=4 c^{2}$, So $a^{2}-5 a^{2}+4=0$, solve it$a=1$, so answer is: A.",126.87,110.32
2020,（全国卷Ⅲ）,"12. 已知 $5^{5}<8^{4}, 13^{4}<8^{5}$. 设 $a=\log _{5} 3, b=\log _{8} 5, c=\log _{13} 8$, 则 $(\quad)$
A. $a<b<c$
B. $b<a<c$
C. $b<c<a$
D. $c<a<b$
",['A'],"【详 解 】 由 题 意 可 知 $a$ 、 $b$ 、 $c \in(0,1)$, $\frac{a}{b}=\frac{\log _{5} 3}{\log _{8} 5}=\frac{\lg 3}{\lg 5} \cdot \frac{\lg 8}{\lg 5}<\frac{1}{(\lg 5)^{2}} \cdot\left(\frac{\lg 3+\lg 8}{2}\right)^{2}=\left(\frac{\lg 3+\lg 8}{2 \lg 5}\right)^{2}=\left(\frac{\lg 24}{\lg 25}\right)^{2}<1, \quad \therefore a<b ;$ 由 $b=\log _{8} 5$, 得 $8^{b}=5$, 由 $5^{5}<8^{4}$, 得 $8^{5 b}<8^{4}, \therefore 5 b<4$, 可得 $b<\frac{4}{5}$; 由 $c=\log _{13} 8$, 得 $13^{c}=8$, 由 $13^{4}<8^{5}$, 得 $13^{4}<13^{5 c}, \therefore 5 c>4$, 可得 $c>\frac{4}{5}$. 综上所述, $a<b<c$.

故选: A.
",164,5,"12. Given$5^{5}<8^{4}, 13^{4}<8^{5}$. set up$a=\log _{5} 3, b=\log _{8} 5, c=\log _{13} 8$, then $(\quad)$A.$a<b<c$B.$b<a<c$C.$b<c<a$D.$c<a<b$","【Detailed explanation】 From the question, we can know$a$、$b$、$c \in(0,1)$,$\frac{a}{b}=\frac{\log _{5} 3}{\log _{8} 5}=\frac{\lg 3}{\lg 5} \cdot \frac{\lg 8}{\lg 5}<\frac{1}{(\lg 5)^{2}} \cdot\left(\frac{\lg 3+\lg 8}{2}\right)^{2}=\left(\frac{\lg 3+\lg 8}{2 \lg 5}\right)^{2}=\left(\frac{\lg 24}{\lg 25}\right)^{2}<1, \quad \therefore a<b ;$Depend on$b=\log _{8} 5$, have to$8^{b}=5$, Depend on$5^{5}<8^{4}$, have to$8^{5 b}<8^{4}, \therefore 5 b<4$, available$b<\frac{4}{5}$; Depend on$c=\log _{13} 8$, have to$13^{c}=8$, Depend on$13^{4}<8^{5}$, have to$13^{4}<13^{5 c}, \therefore 5 c>4$, available$c>\frac{4}{5}$. In summary,$a<b<c$.

So, the correct answer is: A.",100.0,121.23
2020,（新课标Ⅰ）,"1. 若 $\mathrm{z}=1+i$ ，则 $\left|\mathrm{z}^{2}-2 z\right|=(\quad)$
A. 0
B. 1
C. $\sqrt{2}$
D. 2
",['D'],"【详解】由题意可得: $z^{2}=(1+i)^{2}=2 i$, 则 $z^{2}-2 z=2 i-2(1+i)=-2$.

故 $\left|z^{2}-2 z\right|=|-2|=2$.

故选: D.
",165,5,"1. If$\mathrm{z}=1+i$,then $\left|\mathrm{z}^{2}-2 z\right|=(\quad)$A. 0
B. 1
C.$\sqrt{2}$D. 2","[Detailed explanation] From the question, you can get:$z^{2}=(1+i)^{2}=2 i$, then $z^{2}-2 z=2 i-2(1+i)=-2$.

So$\left|z^{2}-2 z\right|=|-2|=2$.

So, the correct answer is: D.",97.92,150.0
2020,（新课标Ⅰ）,"2. 设集合 $A=\left\{x \mid x^{2}-4 \leq 0\right\}, B=\{x \mid 2 x+a \leq 0\}$, 且 $A \cap B=\{x \mid-2 \leq x \leq 1\}$, 则 $a=(\quad)$
A. -4
B. -2
C. 2
D. 4
",['B'],"【详解】求解二次不等式 $x^{2}-4 \leq 0$ 可得: $A=\{x \mid-2 \leq x \leq 2\}$,

求解一次不等式 $2 x+a \leq 0$ 可得: $B=\left\{x \mid x \leq-\frac{a}{2}\right\}$.

由于 $A \cap B=\{x \mid-2 \leq x \leq 1\}$, 故: $-\frac{a}{2}=1$, 解得: $a=-2$.

故选: B.
",166,5,"2. Set a collection$A=\left\{x \mid x^{2}-4 \leq 0\right\}, B=\{x \mid 2 x+a \leq 0\}$, and$A \cap B=\{x \mid-2 \leq x \leq 1\}$, then $a=(\quad)$A. -4
B. -2
C. 2
D. 4","【Detailed explanation】Solve the quadratic inequality$x^{2}-4 \leq 0$So:$A=\{x \mid-2 \leq x \leq 2\}$,

Solve one-time inequality$2 x+a \leq 0$So:$B=\left\{x \mid x \leq-\frac{a}{2}\right\}$.

because$A \cap B=\{x \mid-2 \leq x \leq 1\}$, so:$-\frac{a}{2}=1$, Solution:$a=-2$.

So, the correct answer is: B.",109.15,137.67
2020,（新课标Ⅰ）,"4. 已知 $A$ 为抛物线 $C: y^{2}=2 p x(p>0)$ 上一点, 点 $A$ 到 $C$ 的焦点的距离为 12 , 到 $y$ 轴的距离为 9 , 则 $p=()$
A. 2
B. 3
C. 6
D. 9
",['C'],"【详解】设抛物线的焦点为 $F$, 由抛物线的定义知 $|A F|=x_{A}+\frac{p}{2}=12$, 即 $12=9+\frac{p}{2}$, 解得 $p=6$.

故选: C.

【点晴】本题主要考查利用抛物线的定义计算焦半径, 考查学生转化与化归思想, 是一道容易题.
",167,5,"4. Given$A$for parabola$C: y^{2}=2 p x(p>0)$Up one point, click$A$arrive$C$The distance of the focus is 12, to$y$The distance of the axis is 9, then$p=()$A. 2
B. 3
C. 6
D. 9","【Detailed explanation】Suppose the focus of the parabola is$F$, known from the definition of parabola$|A F|=x_{A}+\frac{p}{2}=12$, So $12=9+\frac{p}{2}$, solve it$p=6$.

So, the correct answer is: C.

[Douqing] This question mainly tests the calculation of the focal radius using the definition of parabola and tests students' ideas of transformation and transformation. It is an easy question.",150.0,150.0
2020,（新课标Ⅰ）,"6. 函数 $f(x)=x^{4}-2 x^{3}$ 的图像在点 $(1, f(1))$ 处的切线方程为 ()
A. $y=-2 x-1$
B. $y=-2 x+1$
C. $y=2 x-3$
D. $y=2 x+1$
",['B'],"【详解】 $\because f(x)=x^{4}-2 x^{3}, \therefore f^{\prime}(x)=4 x^{3}-6 x^{2}, \therefore f(1)=-1, f^{\prime}(1)=-2$,

因此, 所求切线的方程为 $y+1=-2(x-1)$, 即 $y=-2 x+1$.

故选: B.
",168,5,"6. Function$f(x)=x^{4}-2 x^{3}$Image in dots$(1, f(1))$The tangent equation at is ()
A.$y=-2 x-1$B.$y=-2 x+1$C.$y=2 x-3$D.$y=2 x+1$","【Detailed explanation】$\because f(x)=x^{4}-2 x^{3}, \therefore f^{\prime}(x)=4 x^{3}-6 x^{2}, \therefore f(1)=-1, f^{\prime}(1)=-2$,

So, the equation of the tangent is$y+1=-2(x-1)$, So $y=-2 x+1$.

So, the correct answer is: B.",119.09,136.53
2020,（新课标Ⅰ）,"8. $\left(x+\frac{y^{2}}{x}\right)(x+y)^{5}$ 的展开式中 $x^{3} y^{3}$ 的系数为 $(\quad)$
A. 5
B. 10
C. 15
D. 20
",['C'],"【详解】 $(x+y)^{5}$ 展开式的通项公式为 $T_{r+1}=C_{5}^{r} x^{5-r} y^{r} \quad(r \in N$ 且 $r \leq 5)$

所以 $\left(x+\frac{y^{2}}{x}\right)$ 与 $(x+y)^{5}$ 展开式的乘积可表示为:

$x T_{r+1}=x C_{5}^{r} x^{5-r} y^{r}=C_{5}^{r} x^{6-r} y^{r}$ 或 $\frac{y^{2}}{x} T_{r+1}=\frac{y^{2}}{x} C_{5}^{r} x^{5-r} y^{r}=C_{5}^{r} x^{4-r} y^{r+2}$

在 $x T_{r+1}=C_{5}^{r} x^{6-r} y^{r}$ 中, 令 $r=3$, 可得: $x T_{4}=C_{5}^{3} x^{3} y^{3}$, 该项中 $x^{3} y^{3}$ 的系数为 10 ,

在 $\frac{y^{2}}{x} T_{r+1}=C_{5}^{r} x^{4-r} y^{r+2}$ 中, 令 $r=1$, 可得: $\frac{y^{2}}{x} T_{2}=C_{5}^{1} x^{3} y^{3}$, 该项中 $x^{3} y^{3}$ 的系数为 5

所以 $x^{3} y^{3}$ 的系数为 $10+5=15$

故选: C
",169,5,"8.$\left(x+\frac{y^{2}}{x}\right)(x+y)^{5}$where the expansion$x^{3} y^{3}$The coefficient of$(\quad)$A. 5
B. 10
C. 15
D. 20","【Detailed explanation】$(x+y)^{5}$The general formula of the expansion is$T_{r+1}=C_{5}^{r} x^{5-r} y^{r} \quad(r \in N$and$r \leq 5)$so$\left(x+\frac{y^{2}}{x}\right)$and$(x+y)^{5}$The product of the expansion can be expressed as:$x T_{r+1}=x C_{5}^{r} x^{5-r} y^{r}=C_{5}^{r} x^{6-r} y^{r}$or$\frac{y^{2}}{x} T_{r+1}=\frac{y^{2}}{x} C_{5}^{r} x^{5-r} y^{r}=C_{5}^{r} x^{4-r} y^{r+2}$exist$x T_{r+1}=C_{5}^{r} x^{6-r} y^{r}$In,$r=3$, can obtain:$x T_{4}=C_{5}^{3} x^{3} y^{3}$, in this item$x^{3} y^{3}$The coefficient is 10,

exist$\frac{y^{2}}{x} T_{r+1}=C_{5}^{r} x^{4-r} y^{r+2}$In,$r=1$, can obtain:$\frac{y^{2}}{x} T_{2}=C_{5}^{1} x^{3} y^{3}$, in this item$x^{3} y^{3}$The coefficient is 5

so$x^{3} y^{3}$The coefficient of$10+5=15$So, the correct answer is: C",120.39,126.32
2020,（新课标Ⅰ）,"9. 已知 $\alpha \in(0, \pi)$, 且 $3 \cos 2 \alpha-8 \cos \alpha=5$, 则 $\sin \alpha=($ ( )
A. $\frac{\sqrt{5}}{3}$
B. $\frac{2}{3}$
C. $\frac{1}{3}$
D. $\frac{\sqrt{5}}{9}$
",['A'],"【详解】 $3 \cos 2 \alpha-8 \cos \alpha=5$, 得 $6 \cos ^{2} \alpha-8 \cos \alpha-8=0$,

即 $3 \cos ^{2} \alpha-4 \cos \alpha-4=0$, 解得 $\cos \alpha=-\frac{2}{3}$ 或 $\cos \alpha=2$ （舍去）, 又 $\because \alpha \in(0, \pi), \therefore \sin \alpha=\sqrt{1-\cos ^{2} \alpha}=\frac{\sqrt{5}}{3}$.

故选: A.
",170,5,"9. Given$\alpha \in(0, \pi)$, and$3 \cos 2 \alpha-8 \cos \alpha=5$, then $\sin \alpha=($( )
A.$\frac{\sqrt{5}}{3}$B.$\frac{2}{3}$C.$\frac{1}{3}$D.$\frac{\sqrt{5}}{9}$","【Detailed explanation】$3 \cos 2 \alpha-8 \cos \alpha=5$, have to$6 \cos ^{2} \alpha-8 \cos \alpha-8=0$,

So $3 \cos ^{2} \alpha-4 \cos \alpha-4=0$, solve it$\cos \alpha=-\frac{2}{3}$or$\cos \alpha=2$(Give it aside), again$\because \alpha \in(0, \pi), \therefore \sin \alpha=\sqrt{1-\cos ^{2} \alpha}=\frac{\sqrt{5}}{3}$.

So, the correct answer is: A.",98.22,121.45
2020,（新课标Ⅰ）,"11. 已知 $\odot M: x^{2}+y^{2}-2 x-2 y-2=0$, 直线 $l: 2 x+y+2=0, P$ 为 $l$ 上的动点, 过点 $P$ 作 $\odot M$ 的切 线 $P A, P B$, 切点为 $A, B$, 当 $|P M| \cdot|A B|$ 最小时, 直线 $A B$ 的方程为（ ()
A. $2 x-y-1=0$
B. $2 x+y-1=0$
C. $2 x-y+1=0$
D. $2 x+y+1=0$
",['D'],"【详解】圆的方程可化为 $(x-1)^{2}+(y-1)^{2}=4$, 点 $M$ 到直线 $l$ 的距离为 $d=\frac{|2 \times 1+1+2|}{\sqrt{2^{2}+1^{2}}}=\sqrt{5}>2$ , 所以直线 $l$ 与圆相离.

依圆的知识可知, 四点 $A, P, B, M$ 四点共圆, 且 $A B \perp M P$, 所以

$|P M| \cdot|A B|=2 S_{\triangle P A M}=2 \times \frac{1}{2} \times|P A| \times|A M|=2|P A|$, 而 $|P A|=\sqrt{|M P|^{2}-4}$ ，

当直线 $M P \perp l$ 时, $|M P|_{\min }=\sqrt{5},|P A|_{\min }=1$, 此时 $|P M| \cdot|A B|$ 最小.

$\therefore M P: y-1=\frac{1}{2}(x-1)$ 即 $y=\frac{1}{2} x+\frac{1}{2}$, 由 $\left\{\begin{array}{c}y=\frac{1}{2} x+\frac{1}{2} \\ 2 x+y+2=0\end{array}\right.$ 解得, $\left\{\begin{array}{l}x=-1 \\ y=0\end{array}\right.$.

所以以 $M P$ 为直径的圆的方程为 $(x-1)(x+1)+y(y-1)=0$, 即 $x^{2}+y^{2}-y-1=0$,

两圆的方程相减可得: $2 x+y+1=0$, 即为直线 $A B$ 的方程.

故选: D.
",171,5,"11. Given$\odot M: x^{2}+y^{2}-2 x-2 y-2=0$, straight line$l: 2 x+y+2=0, P$for$l$The moving point on the top, passing point$P$do$\odot M$The cut line$P A, P B$, the point of incision is$A, B$, when$|P M| \cdot|A B|$Minimum, straight line$A B$The equation is ( ()
A.$2 x-y-1=0$B.$2 x+y-1=0$C.$2 x-y+1=0$D.$2 x+y+1=0$","【Detailed explanation】The equation of a circle can be transformed into$(x-1)^{2}+(y-1)^{2}=4$, point$M$To straight line$l$The distance is$d=\frac{|2 \times 1+1+2|}{\sqrt{2^{2}+1^{2}}}=\sqrt{5}>2$, so straight line$l$Leaving from the circle.

Based on the knowledge of the circle, we can see that four points$A, P, B, M$Four points are round, and$A B \perp M P$, so$|P M| \cdot|A B|=2 S_{\triangle P A M}=2 \times \frac{1}{2} \times|P A| \times|A M|=2|P A|$, and$|P A|=\sqrt{|M P|^{2}-4}$,

When straight line$M P \perp l$hour,$|M P|_{\min }=\sqrt{5},|P A|_{\min }=1$, at this time$|P M| \cdot|A B|$Minimum.$\therefore M P: y-1=\frac{1}{2}(x-1)$So $y=\frac{1}{2} x+\frac{1}{2}$, Depend on$\left\{\begin{array}{c}y=\frac{1}{2} x+\frac{1}{2} \\ 2 x+y+2=0\end{array}\right.$I understand,$\left\{\begin{array}{l}x=-1 \\ y=0\end{array}\right.$.

So$M P$The equation of the circle of diameter is$(x-1)(x+1)+y(y-1)=0$, So $x^{2}+y^{2}-y-1=0$,

Subtracting the equations of two circles can result in:$2 x+y+1=0$, that is, a straight line$A B$The equation of

So, the correct answer is: D.",138.16,146.4
2020,（新课标Ⅰ）,"12.若 $2^{a}+\log _{2} a=4^{b}+2 \log _{4} b$ ，则（ $)$
A. $a>2 b$
B. $a<2 b$
C. $a>b^{2}$
D. $a<b^{2}$
",['B'],"【详解】 设 $f(x)=2^{x}+\log _{2} x$, 则 $f(x)$ 为增函数, 因为 $2^{a}+\log _{2} a=4^{b}+2 \log _{4} b=2^{2 b}+\log _{2} b$

所以 $f(a)-f(2 b)=2^{a}+\log _{2} a-\left(2^{2 b}+\log _{2} 2 b\right)=2^{2 b}+\log _{2} b-\left(2^{2 b}+\log _{2} 2 b\right)=\log _{2} \frac{1}{2}=-1<0$,

所以 $f(a)<f(2 b)$, 所以 $a<2 b$.

$f(a)-f\left(b^{2}\right)=2^{a}+\log _{2} a-\left(2^{b^{2}}+\log _{2} b^{2}\right)=2^{2 b}+\log _{2} b-\left(2^{b^{2}}+\log _{2} b^{2}\right)=2^{2 b}-2^{b^{2}}-\log _{2} b$,

当 $b=1$ 时, $f(a)-f\left(b^{2}\right)=2>0$, 此时 $f(a)>f\left(b^{2}\right)$, 有 $a>b^{2}$

当 $b=2$ 时, $f(a)-f\left(b^{2}\right)=-1<0$, 此时 $f(a)<f\left(b^{2}\right)$, 有 $a<b^{2}$, 所以C、D错误.

故选: B.

【点晴】本题主要考查函数与方程的综合应用, 涉及到构造函数, 利用函数的单调性比较大小, 是一道中 档题.
",172,5,"12. If$2^{a}+\log _{2} a=4^{b}+2 \log _{4} b$,but($)$A.$a>2 b$B.$a<2 b$C.$a>b^{2}$D.$a<b^{2}$","【Detailed explanation】Set$f(x)=2^{x}+\log _{2} x$, then $f(x)$To increase the function, because$2^{a}+\log _{2} a=4^{b}+2 \log _{4} b=2^{2 b}+\log _{2} b$so$f(a)-f(2 b)=2^{a}+\log _{2} a-\left(2^{2 b}+\log _{2} 2 b\right)=2^{2 b}+\log _{2} b-\left(2^{2 b}+\log _{2} 2 b\right)=\log _{2} \frac{1}{2}=-1<0$,

so$f(a)<f(2 b)$, so$a<2 b$.$f(a)-f\left(b^{2}\right)=2^{a}+\log _{2} a-\left(2^{b^{2}}+\log _{2} b^{2}\right)=2^{2 b}+\log _{2} b-\left(2^{b^{2}}+\log _{2} b^{2}\right)=2^{2 b}-2^{b^{2}}-\log _{2} b$,

when$b=1$hour,$f(a)-f\left(b^{2}\right)=2>0$, at this time$f(a)>f\left(b^{2}\right)$, have$a>b^{2}$when$b=2$hour,$f(a)-f\left(b^{2}\right)=-1<0$, at this time$f(a)<f\left(b^{2}\right)$, have$a<b^{2}$, so C and D are wrong.

So, the correct answer is: B.

[Dianqing] This question mainly tests the comprehensive application of functions and equations, involving constructors, using the monotonicity of functions to compare sizes, is a mid-level question.",92.08,133.8
2020,（新课标Ⅱ）,"1. 已知集合 $U=\{-2,-1,0,1,2,3\}, A=\{-1,0,1\}, B=\{1,2\}$, 则 $\oint_{U}(A \cup B)=()$
A. $\{-2,3\}$
B. $\{-2,2,3\}$
C. $\{-2,-1,0,3\}$
D. $\{-2,-1,0,2,3\}$
",['A'],"【详解】由题意可得： $A \cup B=\{-1,0,1,2\}$ ，则 $ð_{U}(A \cup B)=\{-2,3\}$.

故选: A.
",173,5,"1. Given collections$U=\{-2,-1,0,1,2,3\}, A=\{-1,0,1\}, B=\{1,2\}$, then $\oint_{U}(A \cup B)=()$A.$\{-2,3\}$B.$\{-2,2,3\}$C.$\{-2,-1,0,3\}$D.$\{-2,-1,0,2,3\}$","[Detailed explanation] From the question, you can get:$A \cup B=\{-1,0,1,2\}$,then $ð_{U}(A \cup B)=\{-2,3\}$.

So, the correct answer is: A.",103.92,150.0
